TechRep,Sample.Name,Standard,TissueWeight,Solvent,Area.Xanthophyll,Lutein Conversion,ug/g dry Lutein,Area.Lycopene,Lycopene Conversion,ug/g dry Lycopene,Area.zeta-Carotene,Zeta Conversion,ug/g dry Zeta,Area.alpha-Carotene,Alpha Conversion,ug/g dry Alpha,Area.beta-Carotene,Beta Conversion,ug/g dry Beta,Area.Phytoene,Phytoene Conversion,ug/g dry Phytoene,Total
80390b,80390,25877.383,0.098,1.772382398,48978,1.892695254,34.23040564,,0,0,,0,0,,0,0,,0,0,,0,0,34.23040564
80391,80391,25877.383,0.1,1.743550835,65661,2.537389504,44.24067587,,0,0,,0,0,,0,0,,0,0,,0,0,44.24067587
80391b,80391,25877.383,0.1,1.743550835,61696,2.3841669,41.56916188,,0,0,,0,0,,0,0,,0,0,,0,0,41.56916188
80392,80392,25877.383,0.102,1.73292868,5995,0.231669485,3.935947993,,0,0,,0,0,,0,0,10372,0.400813328,6.809616778,,0,0,10.74556477
80392b,80392,25877.383,0.102,1.73292868,5986,0.231321691,3.930039147,,0,0,,0,0,,0,0,10458,0.404136693,6.866079085,,0,0,10.79611823
80394,80394,25877.383,0.1,1.745068285,104550,4.040207621,70.50438185,,0,0,,0,0,170199,6.577133399,114.775469,314044,12.13584851,211.7788436,,0,0,397.0586944
80394b,80394,25877.383,0.1,1.745068285,109573,4.234315348,73.89169424,,0,0,,0,0,175128,6.76760861,118.0993915,326071,12.6006173,219.8893763,,0,0,411.8804621
80395,80395,25877.383,0.1,1.745068285,52751,2.038498252,35.57318648,,0,0,,0,0,,0,0,15756,0.608871461,10.62522277,,0,0,46.19840925
80395b,80395,25877.383,0.1,1.745068285,55140,2.130818252,37.18423353,,0,0,,0,0,,0,0,15400,0.595114274,10.38515046,,0,0,47.56938399
80397,80397,17986.86724,0.1,1.792109256,14269,0.793301013,14.21682088,,0,0,,0,0,25837,1.43643691,25.74251883,46610,2.591335077,46.43955578,,0,0,86.39889549
80397B,80397,17986.86724,0.1,1.792109256,13891,0.77228568,13.84020316,,0,0,,0,0,25518,1.418701748,25.42468535,45148,2.510053552,44.98290204,,0,0,84.24779056
80398,80398,17986.86724,0.099,1.770864947,38647,2.148623186,38.43355035,,0,0,,0,0,70584,3.924196418,70.19416042,162588,9.039261692,161.6900169,,0,0,270.3177277
80398B,80398,17986.86724,0.099,1.770864947,37333,2.075569887,37.12680765,,0,0,,0,0,68728,3.821010023,68.34841122,155090,8.622401997,154.2334288,,0,0,259.7086477
80399,80399,17986.86724,0.1,1.420333839,222400,12.36457672,175.6182673,61776,3.434505808,48.7814482,48126,2.675618792,38.00271911,607412,33.76974945,479.6431788,1031502,57.34750728,814.5260518,32971,1.833059618,26.03556605,1582.607231
80399B,80399,17986.86724,0.1,1.420333839,225166,12.51835559,177.8024405,62849,3.494160443,49.62874316,49485,2.751173917,39.07585412,605237,33.64882789,477.925689,1046067,58.15726475,826.0273111,33090,1.839675557,26.12953446,1596.589572
80401,80401,17986.86724,0.1,1.763277693,26187,1.455895552,25.6714815,,0,0,,0,0,36888,2.050829614,36.16182112,73963,4.112055702,72.50696094,,0,0,134.3402636
80401B,80401,17986.86724,0.1,1.763277693,26068,1.449279613,25.55482414,,0,0,,0,0,37166,2.066285335,36.4343484,72932,4.054736104,71.49625726,,0,0,133.4854298
80402,80402,17986.86724,0.101,1.746585736,3914,0.217603207,3.762996613,,0,0,,0,0,,0,0,,0,0,,0,0,3.762996613
80402B,80402,17986.86724,0.101,1.746585736,3761,0.209097001,3.615899402,,0,0,,0,0,,0,0,,0,0,,0,0,3.615899402
80403,80403,17986.86724,0.1,1.773899848,27840,1.547795935,27.45634975,,0,0,,0,0,74882,4.163148535,73.85008555,181272,10.07801957,178.7739738,,0,0,280.0804091
80403B,80403,17986.86724,0.1,1.773899848,28416,1.579819299,28.02441215,,0,0,,0,0,75849,4.216909982,74.80375976,182555,10.14934939,180.0392934,,0,0,282.8674653
80404,80404,17986.86724,0.103,1.764795144,70441,3.916246173,67.10070126,,0,0,,0,0,83543,4.644666516,79.58140693,232410,12.92109387,221.3891623,13769,0.765502954,13.11607666,381.1873471
80404B,80404,17986.86724,0.103,1.764795144,69124,3.843026086,65.84615315,,0,0,,0,0,81485,4.530249705,77.6209969,231576,12.87472671,220.5947104,13768,0.765447358,13.11512408,377.1769845
80405,80405,17986.86724,0.098,1.748103187,7472,0.415414196,7.410070209,,0,0,,0,0,,0,0,54069,3.006026524,53.62086271,,0,0,61.03093291
80405B,80405,17986.86724,0.098,1.748103187,7852,0.436540721,7.786920675,,0,0,,0,0,,0,0,54742,3.043442711,54.28828471,,0,0,62.07520539
80407,80407,17986.86724,0.098,1.742033384,5961,0.331408462,5.891067385,,0,0,,0,0,,0,0,,0,0,,0,0,5.891067385
80407B,80407,17986.86724,0.098,1.742033384,6046,0.336134132,5.975070191,,0,0,,0,0,,0,0,,0,0,,0,0,5.975070191
80408,80408,17986.86724,0.099,1.735963581,3735,0.207651502,3.641166113,,0,0,,0,0,,0,0,,0,0,,0,0,3.641166113
80408B,80408,17986.86724,0.099,1.735963581,3925,0.218214765,3.826392769,,0,0,,0,0,,0,0,,0,0,,0,0,3.826392769
80410,80410,24338.70583,0.099,1.819423369,73372,3.014622081,55.40276628,,0,0,,0,0,10799,0.443696558,8.154261476,28047,1.152362011,21.17812498,,0,0,84.73515273
80410B,80410,24338.70583,0.099,1.819423369,72709,2.98738152,54.90213887,,0,0,,0,0,11322,0.465184964,8.549175705,27806,1.142460088,20.99614729,,0,0,84.44746187
80411B,80411,24338.70583,0.1,1.795144158,4968,0.204119317,3.664235987,,0,0,,0,0,,0,0,,0,0,,0,0,3.664235987
80413,80413,24338.70583,0.101,1.79969651,100129,4.113982096,73.30613088,32671,1.342347462,23.91899052,,0,0,715576,29.40074156,523.8852671,1019701,41.89627038,746.5403127,14873,0.611084258,10.88877433,1378.539476
80413B,80413,24338.70583,0.101,1.79969651,102686,4.219041092,75.17815374,32736,1.345018105,23.96657812,,0,0,720771,29.61418759,527.6886143,1047925,43.05590476,767.2035794,14663,0.602456026,10.73502978,1404.771955
80414,80414,24338.70583,0.101,1.808801214,15510,0.637256562,11.41257864,,0,0,,0,0,14972,0.615151853,11.01670712,22046,0.905800011,16.22190257,,0,0,38.65118833
80414B,80414,24338.70583,0.101,1.808801214,16962,0.696914623,12.48099026,,0,0,,0,0,15660,0.643419585,11.52295175,23536,0.967019371,17.31827537,,0,0,41.32221738
80415,80415,24338.70583,0.1,1.77693475,3608,0.148241243,2.634150157,,0,0,,0,0,,0,0,,0,0,,0,0,2.634150157
80415B,80415,24338.70583,0.1,1.77693475,4122,0.169359868,3.009414342,,0,0,,0,0,,0,0,,0,0,,0,0,3.009414342
80417,80417,24338.70583,0.1,1.804248862,61619,2.531728697,45.67868621,33500,1.376408435,24.83383353,23753,0.975935211,17.60829993,530279,21.78747727,393.1003107,1093366,44.9229309,810.5214695,37042,1.521937948,27.4595481,1319.202148
80417B,80417,24338.70583,0.1,1.804248862,63199,2.596645871,46.84995358,33873,1.391733819,25.11034158,24977,1.026225477,18.51566149,547055,22.47674975,405.5365015,1106471,45.46137366,820.2363169,37344,1.534346167,27.68342326,1343.932198
80419,80419,24338.70583,0.102,1.717754173,37491,1.54038593,25.9412192,,0,0,,0,0,206495,8.484222681,142.8804796,343758,14.12392271,237.8571292,19648,0.807273819,13.59507815,420.2739061
80419B,80419,24338.70583,0.102,1.717754173,38671,1.588868376,26.75769885,,0,0,,0,0,209963,8.626711769,145.2800994,348000,14.298213,240.7923044,19970,0.820503775,13.81788022,426.6479828
80421,80421,24338.70583,0.017,1.737481032,3640,0.149556021,15.28533822,,0,0,,0,0,,0,0,,0,0,,0,0,15.28533822
80421B,80421,24338.70583,0.017,1.737481032,3664,0.150542105,15.38612067,,0,0,,0,0,,0,0,,0,0,,0,0,15.38612067
80424,80424,24338.70583,0.102,1.761760243,164809,6.771477546,116.9580385,176545,7.253672453,125.2865857,,0,0,255533,10.49903811,181.3410581,536299,22.03481992,380.5889186,37204,1.528594013,26.4021192,830.5767201
80424B,80424,24338.70583,0.102,1.761760243,169989,6.984307268,120.6340673,180696,7.424223839,128.2323764,9725,0.399569314,6.901424827,259219,10.65048412,183.9568578,550968,22.63752247,390.9988929,37703,1.549096335,26.75623859,857.4798579
80425,80425,24338.70583,0.102,1.760242792,4267,0.175317457,3.025502835,,0,0,,0,0,12559,0.516009359,8.904919171,,0,0,,0,0,11.93042201
80425B,80425,24338.70583,0.102,1.760242792,4096,0.16829161,2.904255826,,0,0,,0,0,12894,0.529773444,9.14244986,,0,0,,0,0,12.04670569
80426,80426,24338.70583,0.101,1.790591806,50079,2.057586807,36.47819877,24549,1.008640319,17.88181277,,0,0,1619661,66.54671828,1179.782262,1116342,45.86694165,813.1581176,23881,0.981194324,17.39523283,2064.695624
80426B,80426,24338.70583,0.101,1.790591806,48369,1.987328346,35.2326124,24021,0.986946478,17.49721066,,0,0,1597367,65.63072874,1163.543021,1103555,45.3415645,803.8438995,22822,0.937683382,16.62384337,2036.740587
80427,80427,24338.70583,0.1,1.77693475,147189,6.047527796,107.4606229,23559,0.967964368,17.20009522,73238,3.009116447,53.4700358,745177,30.61695249,544.0432681,1108895,45.56096811,809.5886746,104819,4.306679277,76.52688062,1608.289577
80427B,80427,24338.70583,0.1,1.77693475,151152,6.210354859,110.3539536,25126,1.032347413,18.34413992,76161,3.129213219,55.60407707,773801,31.7930216,564.9412487,1143686,46.99041963,834.9890954,108805,4.470451337,79.43700327,1663.669518
80428,80428,24338.70583,0.099,1.757207891,27889,1.145870294,20.33871033,,0,0,,0,0,,0,0,,0,0,,0,0,20.33871033
80428B,80428,24338.70583,0.099,1.757207891,27721,1.138967708,20.21619237,,0,0,,0,0,,0,0,,0,0,,0,0,20.21619237
80429,80429,24338.70583,0.103,1.793626707,6332,0.260161738,4.530417872,,0,0,,0,0,33896,1.392678815,24.25190212,64617,2.654906981,46.23215598,,0,0,75.01447596
80429B,80429,24338.70583,0.103,1.793626707,6039,0.2481233,4.320782301,,0,0,,0,0,32276,1.326118169,23.0928249,62835,2.581690269,44.95717104,,0,0,72.37077823
80431,80431,24338.70583,0.1,1.731411229,122219,5.021589926,86.94437187,,0,0,,0,0,,0,0,,0,0,,0,0,86.94437187
80432,80432,24338.70583,0.1,1.772382398,102351,4.205277007,74.53358945,,0,0,,0,0,122274,5.023849702,89.04182779,171066,7.028557772,124.5729208,,0,0,288.148338
80432B,80432,24338.70583,0.1,1.772382398,2100,0.08628232,1.529252649,,0,0,,0,0,,0,0,,0,0,,0,0,1.529252649
80433,80433,24338.70583,0.099,1.761760243,13574,0.557712481,9.9248048,,0,0,,0,0,,0,0,,0,0,,0,0,9.9248048
80434,80434,24338.70583,0.099,1.713201821,133752,5.49544421,95.09904067,,0,0,,0,0,,0,0,,0,0,,0,0,95.09904067
80434B,80434,24338.70583,0.099,1.713201821,133929,5.502716576,95.22488948,,0,0,,0,0,,0,0,,0,0,,0,0,95.22488948
80435,80435,24338.70583,0.101,1.705614568,149767,6.153449615,103.9149832,,0,0,,0,0,,0,0,,0,0,,0,0,103.9149832
80435B,80435,24338.70583,0.101,1.705614568,150008,6.163351539,104.0821997,,0,0,,0,0,,0,0,,0,0,,0,0,104.0821997
80436,80436,24338.70583,0.085,1.73292868,208882,8.582296918,174.9706879,,0,0,99740,4.097999323,83.54753596,214762,8.823887413,179.896089,529385,21.75074566,443.44107,38955,1.600537033,32.63078267,914.4861655
80436B,80436,24338.70583,0.085,1.73292868,215413,8.850634933,180.4414013,,0,0,101540,4.171955597,85.05531183,216354,8.889297629,181.229633,537902,22.10068209,450.5753628,41854,1.719647721,35.05913946,932.3608484
80439,80439,24338.70583,0.1,1.758725341,6969,0.286334041,5.035829346,,0,0,,0,0,,0,0,11015,0.452571311,7.959486332,,0,0,12.99531568
80439B,80439,24338.70583,0.1,1.758725341,6441,0.264640201,4.654294277,,0,0,,0,0,,0,0,10327,0.424303579,7.462334575,,0,0,12.11662885
80441,80441,24338.70583,0.1,1.752655539,18359,0.754312909,13.22050698,,0,0,,0,0,,0,0,,0,0,,0,0,13.22050698
80441B,80441,24338.70583,0.1,1.752655539,18806,0.772678717,13.54239634,,0,0,,0,0,,0,0,,0,0,,0,0,13.54239634
80442,80442,24338.70583,0.101,1.720789074,3942,0.16196424,2.759468269,,0,0,,0,0,,0,0,,0,0,,0,0,2.759468269
80442B,80442,24338.70583,0.101,1.720789074,3928,0.161389025,2.749668027,,0,0,,0,0,,0,0,,0,0,,0,0,2.749668027
80443,80443,24338.70583,0.101,1.740515933,4084,0.167798569,2.891644379,,0,0,,0,0,,0,0,,0,0,,0,0,2.891644379
80443B,80443,24338.70583,0.101,1.740515933,4681,0.1923274,3.314345577,,0,0,,0,0,,0,0,,0,0,,0,0,3.314345577
80444,80444,24338.70583,0.103,1.690440061,3681,0.151240581,2.482166371,,0,0,,0,0,,0,0,,0,0,,0,0,2.482166371
80444B,80444,24338.70583,0.103,1.690440061,3965,0.162909237,2.673672823,,0,0,,0,0,,0,0,,0,0,,0,0,2.673672823
80445,80445,24338.70583,0.098,1.745068285,3607,0.148200156,2.638973389,,0,0,,0,0,,0,0,,0,0,,0,0,2.638973389
80445B,80445,24338.70583,0.098,1.745068285,3867,0.158882729,2.829196034,,0,0,,0,0,,0,0,,0,0,,0,0,2.829196034
80446,80446,24338.70583,0.1,1.772382398,118734,4.878402362,86.46394475,90477,3.717412119,65.88675804,,0,0,75974,3.121529984,55.32544797,196812,8.086379013,143.3215582,35665,1.465361398,25.97180748,376.9695165
80446B,80446,24338.70583,0.1,1.772382398,116657,4.793065039,84.95144106,87184,3.582113224,63.48874425,,0,0,73644,3.025797695,53.62870574,191260,7.858264994,139.2785055,36327,1.492560872,26.45388617,367.8012827
80447,80447,24338.70583,0.098,1.786039454,17433,0.716266515,13.05388015,,0,0,,0,0,24994,1.026923953,18.71557853,30458,1.251422332,22.80703733,,0,0,54.57649601
80447B,80447,24338.70583,0.098,1.786039454,17559,0.721443454,13.14822931,,0,0,,0,0,24470,1.00539446,18.32320584,29908,1.228824581,22.39519576,,0,0,53.86663091
80448,80448,24338.70583,0.102,1.813353566,91480,3.758622198,66.82069575,41929,1.722729232,30.62663918,18830,0.773664801,13.75419437,472089,19.39663528,344.8329191,864303,35.51146089,631.3219043,72719,2.987792388,53.11690178,1140.473254
80448B,80448,24338.70583,0.102,1.813353566,90507,3.718644724,66.10997716,38477,1.580897533,28.10515862,18598,0.764132659,13.58473218,458107,18.82215937,334.6199002,823353,33.82895565,601.4103663,73267,3.010307965,53.51718316,1097.347318
80449,80449,24338.70583,0.097,1.738998483,4253,0.174742241,3.13274734,,0,0,,0,0,,0,0,,0,0,,0,0,3.13274734
80449B,80449,24338.70583,0.097,1.738998483,4227,0.173673984,3.113595816,,0,0,,0,0,,0,0,,0,0,,0,0,3.113595816
80450,80450,24338.70583,0.1,1.773899848,205081,8.426125919,149.4710349,30550,1.255202319,22.26603204,,0,0,9333,0.383463281,6.802254566,69909,2.872338427,50.95240699,26844,1.102934568,19.56495463,249.0566831
80450B,80450,24338.70583,0.1,1.773899848,199981,8.216583142,145.7539559,28395,1.166660224,20.69538395,,0,0,8450,0.34718362,6.158689712,67233,2.762390099,49.00203378,25754,1.058149935,18.7705201,240.3805834
80451,80451,24338.70583,0.099,1.619119879,141897,5.83009635,95.34974641,30258,1.243204968,20.33230179,62508,2.56825488,42.00315686,2175733,89.39394788,1462.015334,2173365,89.29665429,1460.424122,108287,4.449168365,72.76501962,3152.88968
80451B,80451,24338.70583,0.099,1.619119879,150452,6.181594086,101.0984027,31078,1.27689616,20.88331268,64134,2.635062047,43.09577113,2268565,93.20811945,1524.395142,2208720,90.74927877,1484.181427,111229,4.570045786,74.74193918,3248.395994
80452,80452,24338.70583,0.102,1.75569044,4402,0.180864177,3.113152026,,0,0,,0,0,,0,0,,0,0,,0,0,3.113152026
80452B,80452,24338.70583,0.102,1.75569044,4100,0.168455958,2.899573672,,0,0,,0,0,,0,0,,0,0,,0,0,2.899573672
80453,80453,24338.70583,0.097,1.726858877,156927,6.447631239,114.7850437,,0,0,,0,0,,0,0,,0,0,,0,0,114.7850437
80453B,80453,24338.70583,0.097,1.726858877,161221,6.62405804,117.9259116,,0,0,,0,0,,0,0,,0,0,,0,0,117.9259116
80454,80454,24338.70583,0.1,1.73292868,93627,3.846835599,66.66291736,,0,0,,0,0,,0,0,19745,0.81125924,14.05854404,,0,0,80.7214614
80454B,80454,24338.70583,0.1,1.73292868,91001,3.738941612,64.79319152,,0,0,,0,0,,0,0,18987,0.780115432,13.51884405,,0,0,78.31203557
80455,80455,26871.10793,0.101,1.808801214,4753,0.17688143,3.167755897,,0,0,,0,0,,0,0,,0,0,,0,0,3.167755897
80455B,80455,26871.10793,0.101,1.808801214,4548,0.169252418,3.031128512,,0,0,,0,0,,0,0,,0,0,,0,0,3.031128512
80456,80456,26871.10793,0.1,1.773899848,3808,0.141713546,2.513856384,,0,0,,0,0,,0,0,,0,0,,0,0,2.513856384
80456B,80456,26871.10793,0.1,1.773899848,4124,0.153473389,2.722464215,,0,0,,0,0,,0,0,,0,0,,0,0,2.722464215
80457,80457,26871.10793,0.098,1.761760243,43773,1.628998704,29.28474646,,0,0,,0,0,,0,0,,0,0,,0,0,29.28474646
80457B,80457,26871.10793,0.098,1.761760243,42894,1.59628699,28.69668322,,0,0,,0,0,,0,0,,0,0,,0,0,28.69668322
80458,80458,26871.10793,0.103,1.783004552,25886,0.963339512,16.67610423,,0,0,,0,0,,0,0,,0,0,,0,0,16.67610423
80458B,80458,26871.10793,0.103,1.783004552,26676,0.992739119,17.1850327,,0,0,,0,0,,0,0,,0,0,,0,0,17.1850327
80459,80459,26871.10793,0.098,1.735963581,5756,0.214207766,3.794457966,,0,0,,0,0,,0,0,,0,0,,0,0,3.794457966
80459B,80459,26871.10793,0.098,1.735963581,5844,0.217482659,3.852469137,,0,0,,0,0,,0,0,,0,0,,0,0,3.852469137
80460,80460,26871.10793,0.101,1.814871017,4768,0.177439651,3.188416623,,0,0,,0,0,,0,0,,0,0,,0,0,3.188416623
80460B,80460,26871.10793,0.101,1.814871017,4714,0.175430057,3.1523062,,0,0,,0,0,,0,0,,0,0,,0,0,3.1523062
80461,80461,26871.10793,0.099,1.752655539,156466,5.822833968,103.0850728,,0,0,,0,0,,0,0,,0,0,,0,0,103.0850728
80461B,80461,26871.10793,0.099,1.752655539,157002,5.842781043,103.4382076,,0,0,,0,0,,0,0,,0,0,,0,0,103.4382076
80462,80462,26871.10793,0.101,1.702579666,16638,0.619178042,10.43762321,,0,0,,0,0,,0,0,,0,0,,0,0,10.43762321
80462B,80462,26871.10793,0.101,1.702579666,16647,0.619512974,10.44326924,,0,0,,0,0,,0,0,,0,0,,0,0,10.44326924
80463,80463,26871.10793,0.07,1.761760243,100174,3.727944537,93.82492104,13324,0.495848554,12.47951812,77808,2.89560074,72.87648947,195856,7.288720678,183.4425473,428889,15.96097195,401.7057975,26968,1.003605809,25.25875447,789.5880279
80463B,80463,26871.10793,0.07,1.761760243,104246,3.879482762,97.63883561,13929,0.518363442,13.04617291,80681,3.00251855,75.56739727,200542,7.463108724,187.8315463,445185,16.56742257,416.9689487,28475,1.059688349,26.67024005,817.7231408
80464,80464,26871.10793,0.102,1.758725341,5788,0.215398636,3.713990588,,0,0,,0,0,,0,0,,0,0,,0,0,3.713990588
80464B,80464,26871.10793,0.102,1.758725341,3130,0.116481985,2.008429603,,0,0,,0,0,,0,0,,0,0,,0,0,2.008429603
80465,80465,26871.10793,0.097,1.823975721,12897,0.47995788,9.025067222,,0,0,,0,0,24338,0.905731169,17.03125425,31647,1.177733352,22.14594885,,0,0,48.20227032
80465B,80465,26871.10793,0.097,1.823975721,13099,0.487475248,9.166422853,,0,0,,0,0,23865,0.88812862,16.70025814,33268,1.238058367,23.28029281,,0,0,49.1469738
80466,80466,26871.10793,0.102,1.738998483,18334,0.68229416,11.63243635,,0,0,,0,0,7429,0.276467945,4.713503309,,0,0,,0,0,16.34593966
80466B,80466,26871.10793,0.102,1.738998483,18968,0.705888274,12.03469253,,0,0,,0,0,,0,0,,0,0,,0,0,12.03469253
80468,80468,26871.10793,0.099,1.748103187,17374,0.646568055,11.41684523,,0,0,,0,0,182783,6.802213012,120.1108105,327761,12.1975246,215.3791073,,0,0,346.9067631
80468B,80468,26871.10793,0.099,1.748103187,18106,0.67380921,11.89785886,,0,0,,0,0,179357,6.674715478,117.8595091,331181,12.32479885,217.6264661,,0,0,347.383834
80469,80469,26871.10793,0.102,1.717754173,3777,0.140559891,2.367130777,,0,0,,0,0,,0,0,,0,0,,0,0,2.367130777
80469B,80469,26871.10793,0.102,1.717754173,3945,0.146811959,2.472420152,,0,0,,0,0,,0,0,,0,0,,0,0,2.472420152
80470,80470,26871.10793,0.102,1.749620637,7361,0.273937346,4.698886613,,0,0,,0,0,31118,1.15804678,19.86414259,54515,2.028758924,34.79959295,,0,0,59.36262216
80470B,80470,26871.10793,0.102,1.749620637,7283,0.2710346,4.649095395,,0,0,,0,0,30705,1.142677112,19.60050448,53949,2.007695408,34.43828745,,0,0,58.68788732
80472,80472,26871.10793,0.102,1.790591806,11432,0.425438357,7.468494465,,0,0,,0,0,69411,2.583108973,45.34601726,55639,2.070588237,36.34880717,,0,0,89.16331889
80472B,80472,26871.10793,0.102,1.790591806,11463,0.426592012,7.48874668,,0,0,,0,0,66383,2.470422886,43.36783311,54577,2.031066235,35.65500546,,0,0,86.51158524
80473,80473,26871.10793,0.101,1.696509863,141495,5.265692817,88.44851289,57071,2.123879676,35.67507742,79334,2.95239036,49.59167689,655595,24.39776587,409.8123807,1077397,40.09499731,673.4807763,18878,0.702538952,11.80063625,1268.80906
80473B,80473,26871.10793,0.101,1.696509863,145645,5.420133788,91.04267755,42178,1.569641271,26.36546434,79849,2.971555926,49.91360335,668986,24.89610781,418.1830937,1116191,41.53870406,697.7309025,20097,0.747903661,12.56263305,1295.798375
80474,80474,26871.10793,0.102,1.723823976,3826,0.142383411,2.406313111,,0,0,,0,0,,0,0,,0,0,,0,0,2.406313111
80474B,80474,26871.10793,0.102,1.723823976,3970,0.147742326,2.496880045,,0,0,,0,0,,0,0,,0,0,,0,0,2.496880045
80475,80475,26871.10793,0.1,1.735963581,69822,2.598404211,45.1073508,,0,0,,0,0,,0,0,,0,0,,0,0,45.1073508
80475B,80475,26871.10793,0.1,1.735963581,71614,2.665092939,46.26504283,,0,0,,0,0,,0,0,,0,0,,0,0,46.26504283
80479,80479,26871.10793,0.099,1.798179059,81421,3.030057422,55.03622024,57927,2.155735452,39.15553886,43019,1.600938827,29.07853205,496114,18.46272961,335.3464016,804469,29.9380659,543.7778099,73475,2.73434948,49.66515127,1052.059654
80479B,80479,26871.10793,0.099,1.798179059,82789,3.08096712,55.96091472,57800,2.151009186,39.06969369,43335,1.612698669,29.29213107,501654,18.668899,339.0911439,816144,30.37254743,551.6694824,75864,2.823255379,51.27998688,1066.363353
80480,80480,26871.10793,0.097,1.811836115,20032,0.745484706,13.92470221,,0,0,,0,0,60868,2.265183861,42.31074151,99715,3.710862993,69.31418135,,0,0,125.5496251
80480B,80480,26871.10793,0.097,1.811836115,19425,0.722895388,13.5027626,,0,0,,0,0,59479,2.213492654,41.34521579,100426,3.737322639,69.80841374,,0,0,124.6563921
80481,80481,26871.10793,0.1,1.713201821,20891,0.777452127,13.31932399,12458,0.463620631,7.942757084,,0,0,202003,7.517479389,128.7895938,379229,14.11289036,241.7822946,,0,0,391.8339695
80481B,80481,26871.10793,0.1,1.713201821,21166,0.787686167,13.49465375,12895,0.479883451,8.221372018,,0,0,206886,7.699198729,131.9028128,387253,14.41150105,246.8980983,,0,0,400.5169369
80482,80482,26871.10793,0.073,1.761760243,104667,3.895150147,94.00439273,,0,0,51258,1.907550673,46.0362594,170617,6.349459072,153.2359528,220587,8.209077221,198.115423,22198,0.826091729,19.93665157,511.3286795
80482B,80482,26871.10793,0.073,1.761760243,101832,3.789646496,91.45819905,,0,0,49467,1.84089916,44.42771165,165239,6.149318459,148.4058189,214523,7.98340733,192.6691731,23070,0.85854294,20.71981943,497.6807222
80483,80483,26871.10793,0.102,1.748103187,14118,0.525397019,9.004394147,,0,0,,0,0,46978,1.748271792,29.96234794,126083,4.692139987,80.41514572,,0,0,119.3818878
80483B,80483,26871.10793,0.102,1.748103187,13448,0.500463175,8.577071291,,0,0,,0,0,45354,1.687835132,28.92656836,121635,4.526609038,77.57823219,,0,0,115.0818718
80484,80484,26871.10793,0.1,1.734446131,47479,1.766916352,30.6462123,,0,0,30985,1.153097226,19.99985021,138963,5.171465217,89.69627835,359425,13.3758906,231.997617,27828,1.035610444,17.96210527,390.3020631
80484B,80484,26871.10793,0.1,1.734446131,46593,1.733944135,30.07432696,,0,0,28650,1.06620092,18.4926806,131543,4.895332204,84.90689999,353434,13.15293738,228.1306135,27883,1.037657252,17.99760605,379.6021271
80485,80485,26871.10793,0.101,1.766312595,66326,2.468301649,43.1662603,,0,0,54520,2.028944997,35.48268419,107604,4.004449697,70.03079144,319307,11.8829116,207.8112516,23745,0.883662857,15.45371123,371.9446988
80485B,80485,26871.10793,0.101,1.766312595,68073,2.533315715,44.30324213,,0,0,55286,2.057451451,35.98121199,107935,4.01676776,70.24621272,325497,12.11327054,211.8398249,25100,0.934088764,16.33557177,378.7060635
80486,80486,26871.10793,0.102,1.754172989,7989,0.297308173,5.113038885,,0,0,,0,0,21803,0.811391925,13.95413529,60410,2.248139532,38.6629965,,0,0,57.73017068
80486B,80486,26871.10793,0.102,1.754172989,7898,0.293921636,5.054797987,,0,0,,0,0,21091,0.784895065,13.49844826,59910,2.229532186,38.34299157,,0,0,56.89623781
80487,80487,26871.10793,0.104,1.722306525,24403,0.908150124,15.03954697,,0,0,,0,0,59510,2.214646309,36.67595951,104825,3.901030069,64.60355328,,0,0,116.3190598
80487B,80487,26871.10793,0.104,1.722306525,24375,0.907108113,15.02229059,,0,0,,0,0,58645,2.182455601,36.14286079,104913,3.904304961,64.6577876,,0,0,115.822939
80488,80488,26871.10793,0.1,1.717754173,3907,0.145397801,2.497576792,,0,0,,0,0,,0,0,,0,0,,0,0,2.497576792
80488B,80488,26871.10793,0.1,1.717754173,3762,0.140001671,2.404884539,,0,0,,0,0,,0,0,,0,0,,0,0,2.404884539
80489,80489,26871.10793,0.099,1.660091047,3843,0.143016061,2.398178604,,0,0,,0,0,,0,0,,0,0,,0,0,2.398178604
80490,80490,26871.10793,0.099,1.784522003,15456,0.575190277,10.36807782,,0,0,,0,0,18628,0.693235279,12.49589504,69861,2.599855584,46.86363126,,0,0,69.72760412
80490B,80490,26871.10793,0.099,1.784522003,15077,0.561085908,10.11383989,,0,0,,0,0,18261,0.679577487,12.24970685,69771,2.596506262,46.80325814,,0,0,69.16680488
80491,80491,26871.10793,0.098,1.734446131,126287,4.699731784,83.17787354,21304,0.792821794,14.03170095,51471,1.915477402,33.90094253,292642,10.89058184,192.7461993,670151,24.93946293,441.3893365,33176,1.234634615,21.8510942,787.097147
80491B,80491,26871.10793,0.098,1.734446131,124188,4.621618146,81.7953848,21776,0.810387129,14.34257979,50049,1.86255811,32.96435415,279217,10.3909746,183.9039356,660973,24.59790649,435.3443237,32479,1.208695975,21.39202099,769.7425991
80492,80492,26871.10793,0.101,1.679817906,8592,0.319748632,5.318014628,,0,0,,0,0,10856,0.404002694,6.719316434,37603,1.399384056,23.27436034,,0,0,35.3116914
80492B,80492,26871.10793,0.101,1.679817906,8606,0.320269638,5.326679922,,0,0,,0,0,10571,0.393396507,6.542915809,37812,1.407161927,23.4037208,,0,0,35.27331653
